Identifier	gene_name	GENE_NAME	type	biotypes	description	gc	Cluster
ENSMUSG00000029518	Rab35	RAB35	protein_coding	protein_coding	"RAB35,_member_RAS_oncogene_family_[Source:MGI_Symbol;Acc:MGI:1924657]"	0.5418	orange
ENSMUSG00000044055	Otos	OTOS	protein_coding	protein_coding	otospiralin_[Source:MGI_Symbol;Acc:MGI:2672814]	0.5399	cyan
ENSMUSG00000039004	Bmp6	BMP6	protein_coding	protein_coding	bone_morphogenetic_protein_6_[Source:MGI_Symbol;Acc:MGI:88182]	0.5729	yellow
ENSMUSG00000026425	Srgap2	SRGAP2	protein_coding	protein_coding	SLIT-ROBO_Rho_GTPase_activating_protein_2_[Source:MGI_Symbol;Acc:MGI:109605]	0.4925	orange
ENSMUSG00000018001	Cyth3	CYTH3	protein_coding	protein_coding	cytohesin_3_[Source:MGI_Symbol;Acc:MGI:1335107]	0.4923	yellow
ENSMUSG00000111664	AC153969.1	AC153969.1	protein_coding	TEC	NA	0.3912	yellow
ENSMUSG00000013089	Etv5	ETV5	protein_coding	protein_coding	ets_variant_5_[Source:MGI_Symbol;Acc:MGI:1096867]	0.5326	orange
ENSMUSG00000021583	Erap1	ERAP1	protein_coding	protein_coding	endoplasmic_reticulum_aminopeptidase_1_[Source:MGI_Symbol;Acc:MGI:1933403]	0.4252	orange
ENSMUSG00000045975	C2cd2	C2CD2	protein_coding	protein_coding	C2_calcium-dependent_domain_containing_2_[Source:MGI_Symbol;Acc:MGI:1891883]	0.4818	yellow
ENSMUSG00000107868	Gm5112	GM5112	protein_coding	TEC	predicted_gene_5112_[Source:MGI_Symbol;Acc:MGI:3779460]	0.4785	orange
ENSMUSG00000066319	Rtp3	RTP3	protein_coding	protein_coding	receptor_transporter_protein_3_[Source:MGI_Symbol;Acc:MGI:2446841]	0.5076	green
ENSMUSG00000045917	Tmem268	TMEM268	protein_coding	protein_coding	transmembrane_protein_268_[Source:MGI_Symbol;Acc:MGI:1913920]	0.5622	orange
ENSMUSG00000049734	Trex1	TREX1	protein_coding	protein_coding	three_prime_repair_exonuclease_1_[Source:MGI_Symbol;Acc:MGI:1328317]	0.5814	orange
ENSMUSG00000027546	Atp9a	ATP9A	protein_coding	protein_coding	"ATPase,_class_II,_type_9A_[Source:MGI_Symbol;Acc:MGI:1330826]"	0.5774	yellow
ENSMUSG00000036246	Gmip	GMIP	protein_coding	protein_coding	Gem-interacting_protein_[Source:MGI_Symbol;Acc:MGI:1926066]	0.5668	orange
ENSMUSG00000024354	Slc23a1	SLC23A1	protein_coding	protein_coding	"solute_carrier_family_23_(nucleobase_transporters),_member_1_[Source:MGI_Symbol;Acc:MGI:1341903]"	0.5167	yellow
ENSMUSG00000055202	Zfp811	ZFP811	protein_coding	protein_coding	zinc_finger_protein_811_[Source:MGI_Symbol;Acc:MGI:2682944]	0.431	green
ENSMUSG00000028212	Ccne2	CCNE2	protein_coding	protein_coding	cyclin_E2_[Source:MGI_Symbol;Acc:MGI:1329034]	0.4251	orange
ENSMUSG00000030236	Slco1b2	SLCO1B2	protein_coding	protein_coding	"solute_carrier_organic_anion_transporter_family,_member_1b2_[Source:MGI_Symbol;Acc:MGI:1351899]"	0.3653	yellow
ENSMUSG00000036225	Kctd1	KCTD1	protein_coding	protein_coding	potassium_channel_tetramerisation_domain_containing_1_[Source:MGI_Symbol;Acc:MGI:1918269]	0.5044	yellow
ENSMUSG00000024331	Dsc2	DSC2	protein_coding	protein_coding	desmocollin_2_[Source:MGI_Symbol;Acc:MGI:103221]	0.4232	yellow
ENSMUSG00000029925	Tbxas1	TBXAS1	protein_coding	protein_coding	"thromboxane_A_synthase_1,_platelet_[Source:MGI_Symbol;Acc:MGI:98497]"	0.4885	orange
ENSMUSG00000046961	Gpr156	GPR156	protein_coding	protein_coding	G_protein-coupled_receptor_156_[Source:MGI_Symbol;Acc:MGI:2653880]	0.5208	yellow
ENSMUSG00000022272	Myo10	MYO10	protein_coding	protein_coding	myosin_X_[Source:MGI_Symbol;Acc:MGI:107716]	0.5509	green
ENSMUSG00000066797	Zfp648	ZFP648	protein_coding	protein_coding	zinc_finger_protein_648_[Source:MGI_Symbol;Acc:MGI:2685049]	0.583	yellow
ENSMUSG00000048636	A730049H05Rik	A730049H05RIK	protein_coding	protein_coding	RIKEN_cDNA_A730049H05_gene_[Source:MGI_Symbol;Acc:MGI:1921766]	0.4356	green
ENSMUSG00000031891	Hsd11b2	HSD11B2	protein_coding	protein_coding	hydroxysteroid_11-beta_dehydrogenase_2_[Source:MGI_Symbol;Acc:MGI:104720]	0.5777	yellow
ENSMUSG00000041084	Ostc	OSTC	protein_coding	protein_coding	oligosaccharyltransferase_complex_subunit_(non-catalytic)_[Source:MGI_Symbol;Acc:MGI:1913607]	0.4445	orange
ENSMUSG00000042268	Slc26a9	SLC26A9	protein_coding	protein_coding	"solute_carrier_family_26,_member_9_[Source:MGI_Symbol;Acc:MGI:2444594]"	0.535	yellow
ENSMUSG00000031662	Snx20	SNX20	protein_coding	protein_coding	sorting_nexin_20_[Source:MGI_Symbol;Acc:MGI:1918857]	0.5532	orange
ENSMUSG00000030761	Myo7a	MYO7A	protein_coding	protein_coding	myosin_VIIA_[Source:MGI_Symbol;Acc:MGI:104510]	0.5633	orange
ENSMUSG00000039013	Siglecf	SIGLECF	protein_coding	protein_coding	sialic_acid_binding_Ig-like_lectin_F_[Source:MGI_Symbol;Acc:MGI:2681107]	0.5152	orange
ENSMUSG00000027861	Casq2	CASQ2	protein_coding	protein_coding	calsequestrin_2_[Source:MGI_Symbol;Acc:MGI:1309469]	0.4739	green
ENSMUSG00000025825	Iscu	ISCU	protein_coding	protein_coding	iron-sulfur_cluster_assembly_enzyme_[Source:MGI_Symbol;Acc:MGI:1913633]	0.5649	orange
ENSMUSG00000046192	Iqub	IQUB	protein_coding	protein_coding	IQ_motif_and_ubiquitin_domain_containing_[Source:MGI_Symbol;Acc:MGI:3041159]	0.4045	yellow
ENSMUSG00000096506	CR974586.5	CR974586.5	protein_coding	protein_coding	NA	0.5865	yellow
ENSMUSG00000041841	Rpl37	RPL37	protein_coding	protein_coding	ribosomal_protein_L37_[Source:MGI_Symbol;Acc:MGI:1914531]	0.5256	blue
ENSMUSG00000036972	Zic4	ZIC4	protein_coding	protein_coding	zinc_finger_protein_of_the_cerebellum_4_[Source:MGI_Symbol;Acc:MGI:107201]	0.5111	cyan
ENSMUSG00000024207	Acsbg2	ACSBG2	protein_coding	protein_coding	acyl-CoA_synthetase_bubblegum_family_member_2_[Source:MGI_Symbol;Acc:MGI:3587728]	0.5293	yellow
ENSMUSG00000028617	Lrrc42	LRRC42	protein_coding	protein_coding	leucine_rich_repeat_containing_42_[Source:MGI_Symbol;Acc:MGI:1925059]	0.4883	green
ENSMUSG00000034758	Tle6	TLE6	protein_coding	protein_coding	transducin-like_enhancer_of_split_6_[Source:MGI_Symbol;Acc:MGI:2149593]	0.5614	yellow
ENSMUSG00000032046	Abhd12	ABHD12	protein_coding	protein_coding	abhydrolase_domain_containing_12_[Source:MGI_Symbol;Acc:MGI:1923442]	0.5333	orange
ENSMUSG00000039157	Fam102a	FAM102A	protein_coding	protein_coding	"family_with_sequence_similarity_102,_member_A_[Source:MGI_Symbol;Acc:MGI:2138935]"	0.5893	yellow
ENSMUSG00000042759	Apobr	APOBR	protein_coding	protein_coding	apolipoprotein_B_receptor_[Source:MGI_Symbol;Acc:MGI:2176230]	0.5946	orange
ENSMUSG00000021242	Npc2	NPC2	protein_coding	protein_coding	NPC_intracellular_cholesterol_transporter_2_[Source:MGI_Symbol;Acc:MGI:1915213]	0.5033	orange
ENSMUSG00000048332	Lhfp	LHFP	protein_coding	protein_coding	lipoma_HMGIC_fusion_partner_[Source:MGI_Symbol;Acc:MGI:1920048]	0.4667	green
ENSMUSG00000115252	AC115746.1	AC115746.1	protein_coding	TEC	NA	0.4609	green
ENSMUSG00000027463	Slc52a3	SLC52A3	protein_coding	protein_coding	"solute_carrier_protein_family_52,_member_3_[Source:MGI_Symbol;Acc:MGI:1916948]"	0.5518	red
ENSMUSG00000102367	Kiss1	KISS1	protein_coding	protein_coding	KiSS-1_metastasis-suppressor_[Source:MGI_Symbol;Acc:MGI:2663985]	0.6249	yellow
ENSMUSG00000039519	Cyp7b1	CYP7B1	protein_coding	protein_coding	"cytochrome_P450,_family_7,_subfamily_b,_polypeptide_1_[Source:MGI_Symbol;Acc:MGI:104978]"	0.4252	red
ENSMUSG00000024039	Cbs	CBS	protein_coding	protein_coding	cystathionine_beta-synthase_[Source:MGI_Symbol;Acc:MGI:88285]	0.5613	red
ENSMUSG00000037892	Pcdh18	PCDH18	protein_coding	protein_coding	protocadherin_18_[Source:MGI_Symbol;Acc:MGI:1920423]	0.4868	green
ENSMUSG00000030303	Far2	FAR2	protein_coding	protein_coding	fatty_acyl_CoA_reductase_2_[Source:MGI_Symbol;Acc:MGI:2687035]	0.4605	yellow
ENSMUSG00000038738	Shank1	SHANK1	protein_coding	protein_coding	SH3_and_multiple_ankyrin_repeat_domains_1_[Source:MGI_Symbol;Acc:MGI:3613677]	0.6179	yellow
ENSMUSG00000079495	Nat8f6	NAT8F6	protein_coding	protein_coding	N-acetyltransferase_8_(GCN5-related)_family_member_6_[Source:MGI_Symbol;Acc:MGI:3779382]	0.4995	yellow
ENSMUSG00000024824	Rad9a	RAD9A	protein_coding	protein_coding	RAD9_checkpoint_clamp_component_A_[Source:MGI_Symbol;Acc:MGI:1328356]	0.5459	orange
ENSMUSG00000046806	3110062M04Rik	3110062M04RIK	protein_coding	protein_coding	RIKEN_cDNA_3110062M04_gene_[Source:MGI_Symbol;Acc:MGI:1925662]	0.5409	orange
ENSMUSG00000028749	Pla2g2f	PLA2G2F	protein_coding	protein_coding	"phospholipase_A2,_group_IIF_[Source:MGI_Symbol;Acc:MGI:1349661]"	0.5582	yellow
ENSMUSG00000020275	Rel	REL	protein_coding	protein_coding	reticuloendotheliosis_oncogene_[Source:MGI_Symbol;Acc:MGI:97897]	0.4249	orange
ENSMUSG00000020212	Mdm1	MDM1	protein_coding	protein_coding	transformed_mouse_3T3_cell_double_minute_1_[Source:MGI_Symbol;Acc:MGI:96951]	0.5097	orange
ENSMUSG00000020399	Havcr2	HAVCR2	protein_coding	protein_coding	hepatitis_A_virus_cellular_receptor_2_[Source:MGI_Symbol;Acc:MGI:2159682]	0.4528	orange
ENSMUSG00000070337	Gpr179	GPR179	protein_coding	protein_coding	G_protein-coupled_receptor_179_[Source:MGI_Symbol;Acc:MGI:2443409]	0.5712	yellow
ENSMUSG00000035863	Palm	PALM	protein_coding	protein_coding	paralemmin_[Source:MGI_Symbol;Acc:MGI:1261814]	0.5909	green
ENSMUSG00000057464	Olfr1415	OLFR1415	protein_coding	protein_coding	olfactory_receptor_1415_[Source:MGI_Symbol;Acc:MGI:3031249]	0.5155	yellow
ENSMUSG00000020528	Prpsap2	PRPSAP2	protein_coding	protein_coding	phosphoribosyl_pyrophosphate_synthetase-associated_protein_2_[Source:MGI_Symbol;Acc:MGI:2384838]	0.459	orange
ENSMUSG00000046844	Vat1l	VAT1L	protein_coding	protein_coding	vesicle_amine_transport_protein_1_like_[Source:MGI_Symbol;Acc:MGI:2142534]	0.5384	green
ENSMUSG00000021224	Numb	NUMB	protein_coding	protein_coding	numb_homolog_(Drosophila)_[Source:MGI_Symbol;Acc:MGI:107423]	0.5105	orange
ENSMUSG00000005397	Nid1	NID1	protein_coding	protein_coding	nidogen_1_[Source:MGI_Symbol;Acc:MGI:97342]	0.5001	red
ENSMUSG00000024897	Apba1	APBA1	protein_coding	protein_coding	"amyloid_beta_(A4)_precursor_protein_binding,_family__A,_member_1_[Source:MGI_Symbol;Acc:MGI:1860297]"	0.5529	yellow
ENSMUSG00000020656	Grhl1	GRHL1	protein_coding	protein_coding	grainyhead-like_1_(Drosophila)_[Source:MGI_Symbol;Acc:MGI:2182540]	0.4857	cyan
ENSMUSG00000042064	Myo3b	MYO3B	protein_coding	protein_coding	myosin_IIIB_[Source:MGI_Symbol;Acc:MGI:2448580]	0.4677	yellow
ENSMUSG00000061048	Cdh3	CDH3	protein_coding	protein_coding	cadherin_3_[Source:MGI_Symbol;Acc:MGI:88356]	0.5212	yellow
ENSMUSG00000001506	Col1a1	COL1A1	protein_coding	protein_coding	"collagen,_type_I,_alpha_1_[Source:MGI_Symbol;Acc:MGI:88467]"	0.5447	red
ENSMUSG00000032500	Dclk3	DCLK3	protein_coding	protein_coding	doublecortin-like_kinase_3_[Source:MGI_Symbol;Acc:MGI:3039580]	0.5554	yellow
ENSMUSG00000036908	Unc93b1	UNC93B1	protein_coding	protein_coding	unc-93_homolog_B1_(C._elegans)_[Source:MGI_Symbol;Acc:MGI:1859307]	0.5735	orange
ENSMUSG00000036594	H2-Aa	H2-AA	protein_coding	protein_coding	"histocompatibility_2,_class_II_antigen_A,_alpha_[Source:MGI_Symbol;Acc:MGI:95895]"	0.5134	green
ENSMUSG00000025482	Odf3	ODF3	protein_coding	protein_coding	outer_dense_fiber_of_sperm_tails_3_[Source:MGI_Symbol;Acc:MGI:1916537]	0.5697	yellow
ENSMUSG00000028189	Ctbs	CTBS	protein_coding	protein_coding	"chitobiase,_di-N-acetyl-_[Source:MGI_Symbol;Acc:MGI:1921495]"	0.4299	orange
ENSMUSG00000071724	Smpd5	SMPD5	protein_coding	protein_coding	sphingomyelin_phosphodiesterase_5_[Source:MGI_Symbol;Acc:MGI:3709877]	0.5694	orange
ENSMUSG00000053477	Tcf4	TCF4	protein_coding	protein_coding	transcription_factor_4_[Source:MGI_Symbol;Acc:MGI:98506]	0.5017	yellow
ENSMUSG00000106350	Gm4869	GM4869	protein_coding	protein_coding	predicted_gene_4869_[Source:MGI_Symbol;Acc:MGI:3646257]	0.5942	yellow
ENSMUSG00000009927	Rps25	RPS25	protein_coding	protein_coding	ribosomal_protein_S25_[Source:MGI_Symbol;Acc:MGI:1922867]	0.4779	blue
ENSMUSG00000026764	Kif5c	KIF5C	protein_coding	protein_coding	kinesin_family_member_5C_[Source:MGI_Symbol;Acc:MGI:1098269]	0.5264	yellow
ENSMUSG00000034413	Neurl1b	NEURL1B	protein_coding	protein_coding	neuralized_E3_ubiquitin_protein_ligase_1B_[Source:MGI_Symbol;Acc:MGI:3643092]	0.6473	yellow
ENSMUSG00000032198	Dock6	DOCK6	protein_coding	protein_coding	dedicator_of_cytokinesis_6_[Source:MGI_Symbol;Acc:MGI:1914789]	0.575	yellow
ENSMUSG00000013338	Fer1l4	FER1L4	protein_coding	protein_coding	fer-1-like_4_(C._elegans)_[Source:MGI_Symbol;Acc:MGI:1921812]	0.559	yellow
ENSMUSG00000061983	Rps12	RPS12	protein_coding	protein_coding	ribosomal_protein_S12_[Source:MGI_Symbol;Acc:MGI:98105]	0.4915	blue
ENSMUSG00000069132	Nxph2	NXPH2	protein_coding	protein_coding	neurexophilin_2_[Source:MGI_Symbol;Acc:MGI:107491]	0.3765	yellow
ENSMUSG00000039943	Plcb4	PLCB4	protein_coding	protein_coding	"phospholipase_C,_beta_4_[Source:MGI_Symbol;Acc:MGI:107464]"	0.4571	yellow
ENSMUSG00000042111	Ccdc115	CCDC115	protein_coding	protein_coding	coiled-coil_domain_containing_115_[Source:MGI_Symbol;Acc:MGI:1916918]	0.4846	orange
ENSMUSG00000008763	Man1a2	MAN1A2	protein_coding	protein_coding	"mannosidase,_alpha,_class_1A,_member_2_[Source:MGI_Symbol;Acc:MGI:104676]"	0.5103	orange
ENSMUSG00000020315	Sptbn1	SPTBN1	protein_coding	protein_coding	"spectrin_beta,_non-erythrocytic_1_[Source:MGI_Symbol;Acc:MGI:98388]"	0.4652	yellow
ENSMUSG00000098274	Rpl24	RPL24	protein_coding	protein_coding	ribosomal_protein_L24_[Source:MGI_Symbol;Acc:MGI:1915443]	0.4817	orange
ENSMUSG00000048497	Mmgt2	MMGT2	protein_coding	protein_coding	membrane_magnesium_transporter_2_[Source:MGI_Symbol;Acc:MGI:2448491]	0.5292	orange
ENSMUSG00000021275	Tecpr2	TECPR2	protein_coding	protein_coding	tectonin_beta-propeller_repeat_containing_2_[Source:MGI_Symbol;Acc:MGI:2144865]	0.522	yellow
ENSMUSG00000027219	Slc28a2	SLC28A2	protein_coding	protein_coding	"solute_carrier_family_28_(sodium-coupled_nucleoside_transporter),_member_2_[Source:MGI_Symbol;Acc:MGI:1913105]"	0.4838	green
ENSMUSG00000050244	Heatr1	HEATR1	protein_coding	protein_coding	HEAT_repeat_containing_1_[Source:MGI_Symbol;Acc:MGI:2442524]	0.4917	orange
ENSMUSG00000028936	Rpl22	RPL22	protein_coding	protein_coding	ribosomal_protein_L22_[Source:MGI_Symbol;Acc:MGI:99262]	0.482	blue
ENSMUSG00000021986	Amer2	AMER2	protein_coding	protein_coding	APC_membrane_recruitment_2_[Source:MGI_Symbol;Acc:MGI:1919375]	0.549	yellow
ENSMUSG00000025779	Ly96	LY96	protein_coding	protein_coding	lymphocyte_antigen_96_[Source:MGI_Symbol;Acc:MGI:1341909]	0.4044	blue
ENSMUSG00000063727	Tnfrsf11b	TNFRSF11B	protein_coding	protein_coding	"tumor_necrosis_factor_receptor_superfamily,_member_11b_(osteoprotegerin)_[Source:MGI_Symbol;Acc:MGI:109587]"	0.4287	red
ENSMUSG00000030350	Prmt8	PRMT8	protein_coding	protein_coding	protein_arginine_N-methyltransferase_8_[Source:MGI_Symbol;Acc:MGI:3043083]	0.5525	yellow
ENSMUSG00000020101	Vsir	VSIR	protein_coding	protein_coding	V-set_immunoregulatory_receptor_[Source:MGI_Symbol;Acc:MGI:1921298]	0.5783	orange
ENSMUSG00000020690	Efcab3	EFCAB3	protein_coding	protein_coding	EF-hand_calcium_binding_domain_3_[Source:MGI_Symbol;Acc:MGI:1918144]	0.4338	yellow
ENSMUSG00000033533	Acsm1	ACSM1	protein_coding	protein_coding	acyl-CoA_synthetase_medium-chain_family_member_1_[Source:MGI_Symbol;Acc:MGI:2152200]	0.5144	yellow
ENSMUSG00000113502	AC158115.1	AC158115.1	protein_coding	TEC	NA	0.4123	yellow
ENSMUSG00000033295	Ptprf	PTPRF	protein_coding	protein_coding	"protein_tyrosine_phosphatase,_receptor_type,_F_[Source:MGI_Symbol;Acc:MGI:102695]"	0.5782	cyan
ENSMUSG00000046618	Olfml2a	OLFML2A	protein_coding	protein_coding	olfactomedin-like_2A_[Source:MGI_Symbol;Acc:MGI:2444741]	0.5146	cyan
ENSMUSG00000102133	Gm37106	GM37106	protein_coding	TEC	"predicted_gene,_37106_[Source:MGI_Symbol;Acc:MGI:5610334]"	0.3642	yellow
ENSMUSG00000031555	Adam9	ADAM9	protein_coding	protein_coding	a_disintegrin_and_metallopeptidase_domain_9_(meltrin_gamma)_[Source:MGI_Symbol;Acc:MGI:105376]	0.4764	orange
ENSMUSG00000025576	Rbfox3	RBFOX3	protein_coding	protein_coding	"RNA_binding_protein,_fox-1_homolog_(C._elegans)_3_[Source:MGI_Symbol;Acc:MGI:106368]"	0.5853	yellow
ENSMUSG00000025915	Sgk3	SGK3	protein_coding	protein_coding	serum/glucocorticoid_regulated_kinase_3_[Source:MGI_Symbol;Acc:MGI:2182368]	0.4088	orange
ENSMUSG00000025747	Tyms	TYMS	protein_coding	protein_coding	thymidylate_synthase_[Source:MGI_Symbol;Acc:MGI:98878]	0.5015	orange
ENSMUSG00000008668	Rps18	RPS18	protein_coding	protein_coding	ribosomal_protein_S18_[Source:MGI_Symbol;Acc:MGI:98146]	0.5396	orange
ENSMUSG00000032491	Nradd	NRADD	protein_coding	protein_coding	neurotrophin_receptor_associated_death_domain_[Source:MGI_Symbol;Acc:MGI:1914419]	0.5545	orange
ENSMUSG00000025237	Parp6	PARP6	protein_coding	protein_coding	"poly_(ADP-ribose)_polymerase_family,_member_6_[Source:MGI_Symbol;Acc:MGI:1914537]"	0.4739	yellow
ENSMUSG00000057963	Itpk1	ITPK1	protein_coding	protein_coding	"inositol_1,3,4-triphosphate_5/6_kinase_[Source:MGI_Symbol;Acc:MGI:2446159]"	0.5722	yellow
ENSMUSG00000060470	Adgrg3	ADGRG3	protein_coding	protein_coding	adhesion_G_protein-coupled_receptor_G3_[Source:MGI_Symbol;Acc:MGI:1859670]	0.549	green
ENSMUSG00000043164	Tmem212	TMEM212	protein_coding	protein_coding	transmembrane_protein_212_[Source:MGI_Symbol;Acc:MGI:2685410]	0.486	yellow
ENSMUSG00000026110	Mgat4a	MGAT4A	protein_coding	protein_coding	"mannoside_acetylglucosaminyltransferase_4,_isoenzyme_A_[Source:MGI_Symbol;Acc:MGI:2662992]"	0.4306	orange
ENSMUSG00000104612	Gm42449	GM42449	protein_coding	TEC	predicted_gene_42449_[Source:MGI_Symbol;Acc:MGI:5662586]	0.4411	yellow
ENSMUSG00000035704	Alg8	ALG8	protein_coding	protein_coding	"asparagine-linked_glycosylation_8_(alpha-1,3-glucosyltransferase)_[Source:MGI_Symbol;Acc:MGI:2141959]"	0.4565	orange
ENSMUSG00000107148	Gm42888	GM42888	protein_coding	TEC	predicted_gene_42888_[Source:MGI_Symbol;Acc:MGI:5663025]	0.3745	yellow
ENSMUSG00000030729	Pgm2l1	PGM2L1	protein_coding	protein_coding	phosphoglucomutase_2-like_1_[Source:MGI_Symbol;Acc:MGI:1918224]	0.4509	yellow
ENSMUSG00000000290	Itgb2	ITGB2	protein_coding	protein_coding	integrin_beta_2_[Source:MGI_Symbol;Acc:MGI:96611]	0.5403	orange
ENSMUSG00000062203	Gspt1	GSPT1	protein_coding	protein_coding	G1_to_S_phase_transition_1_[Source:MGI_Symbol;Acc:MGI:1316728]	0.4119	orange
ENSMUSG00000026821	Ralgds	RALGDS	protein_coding	protein_coding	ral_guanine_nucleotide_dissociation_stimulator_[Source:MGI_Symbol;Acc:MGI:107485]	0.5816	yellow
ENSMUSG00000035109	Shc4	SHC4	protein_coding	protein_coding	"SHC_(Src_homology_2_domain_containing)_family,_member_4_[Source:MGI_Symbol;Acc:MGI:2655364]"	0.4876	yellow
ENSMUSG00000079057	Cyp4v3	CYP4V3	protein_coding	protein_coding	"cytochrome_P450,_family_4,_subfamily_v,_polypeptide_3_[Source:MGI_Symbol;Acc:MGI:2142763]"	0.4433	orange
ENSMUSG00000038630	Zkscan16	ZKSCAN16	protein_coding	protein_coding	zinc_finger_with_KRAB_and_SCAN_domains_16_[Source:MGI_Symbol;Acc:MGI:3510405]	0.4678	yellow
ENSMUSG00000007783	Cpt1c	CPT1C	protein_coding	protein_coding	carnitine_palmitoyltransferase_1c_[Source:MGI_Symbol;Acc:MGI:2446526]	0.5678	yellow
ENSMUSG00000075592	Nynrin	NYNRIN	protein_coding	protein_coding	NYN_domain_and_retroviral_integrase_containing_[Source:MGI_Symbol;Acc:MGI:2652872]	0.5851	yellow
ENSMUSG00000107761	2010008C14Rik	2010008C14RIK	protein_coding	TEC	RIKEN_cDNA_2010008C14_gene_[Source:MGI_Symbol;Acc:MGI:1917109]	0.4755	orange
ENSMUSG00000038764	Ptpn3	PTPN3	protein_coding	protein_coding	"protein_tyrosine_phosphatase,_non-receptor_type_3_[Source:MGI_Symbol;Acc:MGI:105307]"	0.5107	yellow
ENSMUSG00000000594	Gm2a	GM2A	protein_coding	protein_coding	GM2_ganglioside_activator_protein_[Source:MGI_Symbol;Acc:MGI:95762]	0.4841	orange
ENSMUSG00000052821	Cysltr1	CYSLTR1	protein_coding	protein_coding	cysteinyl_leukotriene_receptor_1_[Source:MGI_Symbol;Acc:MGI:1926218]	0.3728	orange
ENSMUSG00000071203	Naip5	NAIP5	protein_coding	protein_coding	"NLR_family,_apoptosis_inhibitory_protein_5_[Source:MGI_Symbol;Acc:MGI:1298220]"	0.4564	orange
ENSMUSG00000020590	Snx13	SNX13	protein_coding	protein_coding	sorting_nexin_13_[Source:MGI_Symbol;Acc:MGI:2661416]	0.4331	orange
ENSMUSG00000037086	Prr32	PRR32	protein_coding	protein_coding	proline_rich_32_[Source:MGI_Symbol;Acc:MGI:1916050]	0.455	green
ENSMUSG00000070532	Ccdc190	CCDC190	protein_coding	protein_coding	coiled-coil_domain_containing_190_[Source:MGI_Symbol;Acc:MGI:1925715]	0.5007	cyan
ENSMUSG00000020636	Allc	ALLC	protein_coding	protein_coding	allantoicase_[Source:MGI_Symbol;Acc:MGI:2136971]	0.4976	yellow
ENSMUSG00000031093	Dock11	DOCK11	protein_coding	protein_coding	dedicator_of_cytokinesis_11_[Source:MGI_Symbol;Acc:MGI:1923224]	0.401	blue
ENSMUSG00000072889	Nfxl1	NFXL1	protein_coding	protein_coding	"nuclear_transcription_factor,_X-box_binding-like_1_[Source:MGI_Symbol;Acc:MGI:1923646]"	0.4723	orange
ENSMUSG00000061758	Akr1b10	AKR1B10	protein_coding	protein_coding	"aldo-keto_reductase_family_1,_member_B10_(aldose_reductase)_[Source:MGI_Symbol;Acc:MGI:1915111]"	0.4774	orange
ENSMUSG00000002111	Spi1	SPI1	protein_coding	protein_coding	spleen_focus_forming_virus_(SFFV)_proviral_integration_oncogene_[Source:MGI_Symbol;Acc:MGI:98282]	0.5478	orange
ENSMUSG00000016494	Cd34	CD34	protein_coding	protein_coding	CD34_antigen_[Source:MGI_Symbol;Acc:MGI:88329]	0.4712	yellow
ENSMUSG00000040466	Blvrb	BLVRB	protein_coding	protein_coding	biliverdin_reductase_B_(flavin_reductase_(NADPH))_[Source:MGI_Symbol;Acc:MGI:2385271]	0.5757	orange
ENSMUSG00000022687	Boc	BOC	protein_coding	protein_coding	biregional_cell_adhesion_molecule-related/down-regulated_by_oncogenes_(Cdon)_binding_protein_[Source:MGI_Symbol;Acc:MGI:2151153]	0.5594	yellow
ENSMUSG00000048612	Myof	MYOF	protein_coding	protein_coding	myoferlin_[Source:MGI_Symbol;Acc:MGI:1919192]	0.4779	green
ENSMUSG00000097929	Tunar	TUNAR	protein_coding	protein_coding	Tcl1_upstream_neural_differentiation_associated_RNA_[Source:MGI_Symbol;Acc:MGI:1917202]	0.5354	yellow
ENSMUSG00000030770	Parva	PARVA	protein_coding	protein_coding	"parvin,_alpha_[Source:MGI_Symbol;Acc:MGI:1931144]"	0.4958	cyan
ENSMUSG00000002346	Slc25a42	SLC25A42	protein_coding	protein_coding	"solute_carrier_family_25,_member_42_[Source:MGI_Symbol;Acc:MGI:1920345]"	0.5593	cyan
ENSMUSG00000071714	Csf2rb2	CSF2RB2	protein_coding	protein_coding	"colony_stimulating_factor_2_receptor,_beta_2,_low-affinity_(granulocyte-macrophage)_[Source:MGI_Symbol;Acc:MGI:1339760]"	0.5343	orange
